FID,Gewässername,Gewässertyp,AREA_CALC,RESTRICTED,Internationale Gewässerkennung,APSFR_CD,Kennung der Flussgebietseinheit,Ländercode,Erstellungsdatum des Datensatzes,Ist der Wasserkörper erheblich verändert?,Wassernutzung,Physikalische Veränderung,Ist der Wasserkörper künstlich?,Ökologischer Zustand,Ökologisches Potential,Chemischer Zustand,Zuverlässlichkeit des Ergebnis des chemischen Zustands,Zuverlässlichkeit des Ergebnis des ökologischen Zustands,Risikoabschätzung des ökologischen Zustands,Risikoabschätzung des ökologischen Potentials,Risikoabschätzung des chemischen Zustands,Gültigkeitsdatum der Risikoabschätzung,Risiko in Summe,Involvierte Länder,IMPORTDATE,Federführendes Land,AREA_MAX,CAND_JOIN,Letzte berichtete Wasserkörperkennung,Beschreibung des Typen nach WRRL,Auswirkungen der Wasserkörperbelastung,DESIGBEGIN,EVOLUTIONT,Lage zu nationalen Grenzen,INT_CAL_TP,Treiber der Veränderung,Maßstabskategorie,Code für Planungseinheit,Bearbeitungsgebiet,Schablonenname,Metadatendatei,Metadaten URL,SHAPE_Leng,Shape__Area,Shape__Length
1,Innere Schlei,Costal water,7.53,1,DECW_DESH_B2-9610-07-04, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,5, ,3,3,3,3, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,7.53,1,DE_CW_B2.9610.07.04,B2,"CHEM,NUTR",12/22/2019 12:00:00 AM,changeCode,N,Not applicable,"2.2,2.7,8",H,STR_SLE,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.256791716152,22295122.2915039,33471.6841916838
2,Kieler Innenförde,Costal water,15.237,1,DECW_DESH_B2-9610-09-01, ,9610,DESH,12/19/2019 12:00:00 AM,Y,9,5,N, ,4,3,3,3, ,3,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,15.237,1,DE_CW_B2.9610.09.01,B2,"CHEM,NUTR,HMOC",12/22/2019 12:00:00 AM,changeCode,N,Not applicable,"2.2,2.4,2.7,4.1.3,5.1,8",H,STR_SWE,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.516349110118,44782213.9487305,72616.4584287515
3,Orther Bucht,Costal water,13.077,1,DECW_DESH_B2-9610-09-02, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,3, ,3,3,3,2, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,13.077,1,DE_CW_B2.9610.09.02,B2,"CHEM,NUTR",12/22/2019 12:00:00 AM,changeCode,N,Not applicable,"2.2,2.7,8",H,STR_KOG,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.296347768223,38573587.1210938,41786.4501059863
4,Travemünde,Costal water,1.008,1,DECW_DESH_B2-9610-10-01, ,9610,DESH,12/19/2019 12:00:00 AM,Y,9,5,N, ,5,3,3,3, ,3,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,1.008,1,DE_CW_B2.9610.10.01,B2,"CHEM,NUTR,HMOC",12/22/2019 12:00:00 AM,changeCode,N,Not applicable,"2.2,2.7,4.1.3,5.1,8",H,STR_TRA,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.112009386335,2903571.38769531,15584.4628521153
5,Pötenitzer Wiek,Costal water,17.322,1,DECW_DESH_B2-9610-10-02, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,5, ,3,3,3,3, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,17.322,1,DE_CW_B2.9610.10.02,B2,"CHEM,NUTR",12/22/2019 12:00:00 AM,changeCode,N,Not applicable,"2.2,2.7,8",H,STR_TRA,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.506906082995,49842910.6425781,68412.1579397437
6,untere Trave,Costal water,4.431,1,DECW_DESH_B2-9610-10-03, ,9610,DESH,12/19/2019 12:00:00 AM,Y,9,5,N, ,5,3,3,3, ,3,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,4.431,1,DE_CW_B2.9610.10.03,B3,"CHEM,NUTR,HMOC",12/22/2019 12:00:00 AM,changeCode,N,Not applicable,"2.2,2.4,2.7,4.1.3,5.1,8",H,STR_TRA,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.512029235523,12735655.4125977,68669.6022327577
7,Geltinger Bucht,Costal water,43.8,1,DECW_DESH_B3-9610-07-05, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,4, ,3,3,3,3, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,43.8,1,DE_CW_B3.9610.07.05,B3,"CHEM,NUTR",12/22/2019 12:00:00 AM,changeCode,Y,CW-BC8,"2.2,2.7,8",H,STR_SLE,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,1.22275318856,131539902.753418,164106.266624548
8,Außenschlei,Costal water,34.125,1,DECW_DESH_B3-9610-07-06, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,3, ,3,3,3,3, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,34.125,1,DE_CW_B3.9610.07.06,B3,"CHEM,NUTR",12/22/2019 12:00:00 AM,changeCode,N,CW-BC8,"2.2,2.7,8",H,STR_SLE,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.510734525139,102015149.375,78133.6892243282
9,Eckernförder Bucht Rand,Costal water,50.4,1,DECW_DESH_B3-9610-07-07, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,3, ,3,3,3,3, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,50.4,1,DE_CW_B3.9610.07.07,B3,"CHEM,NUTR,HMOC",12/22/2019 12:00:00 AM,changeCode,N,CW-BC8,"2.2,2.7,4.5,8",H,STR_SLE,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,1.55071358628,149349772.277832,206135.223783235
10,Strelasund,Costal water,78.335,1,DECW_DEMV_WP_12,DEMV_RG_965_CW,9650,DEMV,12/17/2019 12:00:00 AM,N, , ,N,4, ,3,3,3,3, ,3,,3, ,10/7/2021 12:00:00 AM,DEMV,78.335,1,DE_CW_DEMV_WP_12,B2,"NUTR,CHEM",12/22/2015 12:00:00 AM,noChange,N,CW-BC6,"2.2,2.7",L,WP_KGO,9650,Cwbodygeom,CWBODYGEOM_DEMV.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DEMVnull=104192,1.7582613038,229265966.728516,238256.628344233
11,Nordruegensche Bodden,Costal water,128.272,1,DECW_DEMV_WP_21,DEMV_RG_965_CW,9650,DEMV,12/17/2019 12:00:00 AM,N, , ,N,4, ,3,3,3,3, ,3,,3, ,10/7/2021 12:00:00 AM,DEMV,128.272,1,DE_CW_DEMV_WP_21,B2,"NUTR,CHEM",12/22/2015 12:00:00 AM,noChange,N,CW-BC6,"2.2,2.7",L,WP_KGO,9650,Cwbodygeom,CWBODYGEOM_DEMV.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DEMVnull=104192,2.15115336639,380548821.495117,300490.418774987
12,Kleiner Jasmunder Bodden,Costal water,24.65,1,DECW_DEMV_WP_14,DEMV_RG_965_CW,9650,DEMV,12/17/2019 12:00:00 AM,N, , ,N,5, ,3,3,3,3, ,3,,3, ,10/7/2021 12:00:00 AM,DEMV,24.65,1,DE_CW_DEMV_WP_14,B2,"NUTR,CHEM",12/22/2015 12:00:00 AM,noChange,N,Not applicable,"1.1,2.2,2.7",L,WP_KGO,9650,Cwbodygeom,CWBODYGEOM_DEMV.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DEMVnull=104192,0.630263107128,72766000.5957031,84597.8609270057
13,"Pommersche Bucht, Suedteil",Costal water,69.357,1,DECW_DEMV_WP_19,DEMV_RG_965_CW,9650,DEMV,12/17/2019 12:00:00 AM,N, , ,N,4, ,3,3,3,3, ,3,,3, ,10/7/2021 12:00:00 AM,DEMV,69.357,1,DE_CW_DEMV_WP_19,B3,"NUTR,CHEM",12/22/2015 12:00:00 AM,noChange,Y,CW-BC7,"2.2,2.7",L,WP_KGO,9650,Cwbodygeom,CWBODYGEOM_DEMV.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DEMVnull=104192,1.00068305402,200802191.451172,135665.028826594
14,Aue Tidebecken,Costal water,409.074,1,DECW_DESH_N2-9500-01-05, ,9500,DESH,12/19/2019 12:00:00 AM,N, , ,N,3, ,3,3,3,2, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,409.074,1,DE_CW_N2.9500.01.05,N2,"CHEM,NUTR",12/22/2019 12:00:00 AM,changeCode,N,CW-NEA1/26,"2.2,2.7,8",H,EID_ABK,9500,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,2.47657021626,1219833044.07275,345604.042099777
15,Achterwasser,Costal water,80.968,1,DECW_DEMV_WP_17,DEMV_RG_965_CW,9650,DEMV,12/17/2019 12:00:00 AM,N, , ,N,5, ,3,3,3,3, ,3,,3, ,10/7/2021 12:00:00 AM,DEMV,80.968,1,DE_CW_DEMV_WP_17,B1,"NUTR,CHEM",12/22/2015 12:00:00 AM,noChange,N,Not applicable,"2.2,2.7",L,WP_KGO,9650,Cwbodygeom,CWBODYGEOM_DEMV.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DEMVnull=104192,1.23875201878,233914588.742188,175400.429394404
16,Hever Tidebecken,Costal water,498.8,1,DECW_DESH_N2-9500-01-06, ,9500,DESH,12/19/2019 12:00:00 AM,N, , ,N,3, ,3,3,3,3, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,498.8,1,DE_CW_N2.9500.01.06,N2,"CHEM,NUTR",12/22/2019 12:00:00 AM,changeCode,N,CW-NEA1/26,"2.2,2.7,8",H,EID_ABK,9500,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,3.06002541145,1475086057.24756,414404.497034214
17,Außenelbe Nord,Costal water,362.419,1,DECW_DESH_N3-5000-04-01, ,5000,DESH,12/19/2019 12:00:00 AM,N, , ,N,5, ,3,3,3,3, ,3,8/23/2019 12:00:00 AM,3,"DESH,DENI",2/4/2020 12:00:00 AM,DESH,252.783,1,DE_CW_N3.5000.04.01,N3,"CHEM,NUTR",12/22/2019 12:00:00 AM,changeCode,N,CW-NEA3/4,"2.2,2.7,8",H,TEL_TES,5900,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,1.61172435148,1046100008.32227,207801.978723129
18,Eider Tidebecken,Costal water,94.549,1,DECW_DESH_N3-9500-02-01, ,9500,DESH,12/19/2019 12:00:00 AM,N, , ,N,3, ,3,3,3,3, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,94.549,1,DE_CW_N3.9500.02.01,N3,"CHEM,NUTR",12/22/2019 12:00:00 AM,changeCode,N,CW-NEA3/4,"2.2,2.7,8",H,EID_EIT,9500,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.684043319572,276379953.989746,92540.6750865694
19,Neustädter Bucht,Costal water,47.18,1,DECW_DESH_B3-9610-09-03, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,4, ,3,3,3,3, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,47.18,1,DE_CW_B3.9610.09.03,B3,"CHEM,NUTR,HMOC",12/22/2019 12:00:00 AM,changeCode,N,CW-BC8,"2.2,2.7,4.5,8",H,STR_TRA,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.766752150795,136459918.057617,106435.289487082
20,Bülk,Costal water,14.697,1,DECW_DESH_B3-9610-09-04, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,3, ,3,3,3,3, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,14.697,1,DE_CW_B3.9610.09.04,B3,"CHEM,NUTR",12/22/2019 12:00:00 AM,changeCode,N,CW-BC8,"2.2,2.7,8",H,STR_SLE,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.370608571942,43378722.0107422,52866.1341911941
21,Probstei,Costal water,82.34,1,DECW_DESH_B3-9610-09-05, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,3, ,3,3,3,3, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,82.34,1,DE_CW_B3.9610.09.05,B3,"CHEM,NUTR",12/22/2019 12:00:00 AM,changeCode,N,CW-BC8,"2.2,2.7,8",H,STR_KOG,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,1.27432391877,242417926.845215,163880.872022584
22,Putlos,Costal water,25.454,1,DECW_DESH_B3-9610-09-06, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,3, ,3,3,3,2, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,25.454,1,DE_CW_B3.9610.09.06,B3,"CHEM,NUTR",12/22/2019 12:00:00 AM,changeCode,N,CW-BC8,"2.2,2.7,8",H,STR_KOG,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.47792846334,74733793.3066406,60347.6145546356
23,Fehmarn Sund W,Costal water,73.138,1,DECW_DESH_B3-9610-09-07A, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,3, ,3,3,3,2, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,73.138,1,DE_CW_B3.9610.09.07,B3,"CHEM,NUTR,HMOC",12/22/2019 12:00:00 AM,splitting,N,CW-BC8,"2.2,2.7,4.5,8",H,STR_KOG,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.840392533984,215403577.163086,111924.148054603
24,Fehmarn Sund E,Costal water,186.878,1,DECW_DESH_B3-9610-09-07B, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,3, ,3,3,3,2, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,186.878,1,DE_CW_B3.9610.09.07,B3,"CHEM,NUTR,HMOC",12/22/2019 12:00:00 AM,splitting,N,CW-BC8,"2.2,2.7,4.5,8",H,STR_KOG,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,1.1259674813,548256147.5625,160822.472481062
25,Fehmarn Belt W,Costal water,45.862,1,DECW_DESH_B3-9610-09-08A, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,3, ,3,3,3,2, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,45.862,1,DE_CW_B3.9610.09.08,B3,"CHEM,NUTR",12/22/2019 12:00:00 AM,splitting,N,CW-BC8,"2.2,2.7,8",H,STR_KOG,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.728412868744,135812009.142578,99089.5107198539
26,Fehmarn Belt E,Costal water,23.608,1,DECW_DESH_B3-9610-09-08B, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,3, ,3,3,3,2, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,23.608,1,DE_CW_B3.9610.09.08,B3,"CHEM,NUTR",12/22/2019 12:00:00 AM,splitting,N,CW-BC8,"2.2,2.7,8",H,STR_KOG,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.327573603631,69707073.7861328,50396.6494075034
27,Grömitz,Costal water,38.866,1,DECW_DESH_B3-9610-09-09, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,4, ,3,3,3,3, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,38.866,1,DE_CW_B3.9610.09.09,B3,"CHEM,NUTR,HMOC",12/22/2019 12:00:00 AM,changeCode,N,CW-BC8,"2.2,2.7,4.5,8",H,STR_KOG,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.615104863607,113005782.990234,82240.3479276283
28,Flensburger Außenförde,Costal water,63.574,1,DECW_DESH_B4-9610-07-08, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,4, ,3,3,3,3, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,63.574,1,DE_CW_B4.9610.07.08,B4,"CHEM,NUTR",12/22/2019 12:00:00 AM,changeCode,Y,Not applicable,"2.2,2.7,8",H,STR_SLE,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,1.01536972261,191033545.641113,130072.833303229
29,Eckernförder Bucht Tiefe,Costal water,71.377,1,DECW_DESH_B4-9610-07-09, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,4, ,3,3,3,3, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,71.377,1,DE_CW_B4.9610.07.09,B4,"CHEM,NUTR",12/22/2019 12:00:00 AM,changeCode,N,Not applicable,"2.2,2.7,8",H,STR_SLE,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.694225549699,211177667.099121,88009.5448697018
30,Euhalines Wattenmeer der Ems,Costal water,243.497,1,DECW_DENI_N2-3100-01, ,3000,DENI,12/20/2019 12:00:00 AM,N, , ,N,4, ,3,3,3,3, ,3,,3, ,5/5/2020 12:00:00 AM,DENI,243.497,1,DE_CW_N2_3100_01,N2,"CHEM,NUTR",12/22/2021 12:00:00 AM,changeCode,N,CW-NEA1/26,"2.2,2.7",L,EMN_UEM,3900,Cwbodygeom,CWBODYGEOM_DENI.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DENInull=104192,1.48625144454,694290638.837402,189241.366940617
31,Euhalines offenes Küstengewässer der Ems,Costal water,271.187,1,DECW_DENI_N1-3100-01, ,3000,DENI,12/20/2019 12:00:00 AM,N, , ,N,5, ,3,3,3,3, ,3,,3, ,5/5/2020 12:00:00 AM,DENI,271.187,1,DE_CW_N1_3100_01,N1,"CHEM,NUTR",12/22/2021 12:00:00 AM,changeCode,N,CW-NEA1/26,"2.2,2.7",L,EMN_UEM,3900,Cwbodygeom,CWBODYGEOM_DENI.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DENInull=104192,2.894722193,772692073.88623,341189.814993274
32,Polyhalines offenes Küstengewässer des Ems-Ästuars,Costal water,140.558,1,DECW_DENI_N3-3990-01, ,3000,DENI,12/20/2019 12:00:00 AM,N, , ,N,4, ,3,3,3,3, ,3,,3,NLXX,5/5/2020 12:00:00 AM,DENI,140.558,1,DE_CW_N3_3990_01,N3,"CHEM,NUTR",12/22/2021 12:00:00 AM,changeCode,Y,CW-NEA3/4,"2.2,2.7",L,EMN_EMA,3990,Cwbodygeom,CWBODYGEOM_DENI.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DENInull=104192,1.03766734881,397004652.342285,131929.26833915
33,Westliches Wattenmeer der Weser,Costal water,71.146,1,DECW_DENI_N4-4900-01, ,4000,DENI,12/20/2019 12:00:00 AM,N, , ,N,4, ,3,3,3,3, ,3,,3, ,5/5/2020 12:00:00 AM,DENI,71.146,1,DE_CW_N4_4900_01,N4,"CHEM,NUTR",12/22/2021 12:00:00 AM,changeCode,N,CW-NEA3/4,"2.2,2.7",L,TWE_PE02,4900,Cwbodygeom,CWBODYGEOM_DENI.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DENInull=104192,0.525365025585,202387044.280273,70387.1174978953
34,Offenes Küstengewässer vor Jadebusen,Costal water,171.974,1,DECW_DENI_N1-4900-01, ,4000,DENI,12/20/2019 12:00:00 AM,N, , ,N,3, ,3,3,3,3, ,3,,3, ,5/5/2020 12:00:00 AM,DENI,171.974,1,DE_CW_N1_4900_01,N1,"CHEM,NUTR",12/22/2021 12:00:00 AM,changeCode,N,CW-NEA1/26,"2.2,2.7",L,TWE_PE02,4900,Cwbodygeom,CWBODYGEOM_DENI.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DENInull=104192,0.747777485898,491954288.013672,106636.504262469
35,Wattenmeer Jadebusen und angrenzende Küstenabschnitte,Costal water,407.165,1,DECW_DENI_N2-4900-01, ,4000,DENI,12/20/2019 12:00:00 AM,N, , ,N,3, ,3,3,3,3, ,3,,3, ,5/5/2020 12:00:00 AM,DENI,407.165,1,DE_CW_N2_4900_01,N2,"CHEM,NUTR",12/22/2021 12:00:00 AM,changeCode,N,CW-NEA1/26,"2.2,2.7",L,TWE_PE02,4900,Cwbodygeom,CWBODYGEOM_DENI.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DENInull=104192,1.97838202629,1152808369.67529,280518.084122329
36,Westliches Wattenmeer der Elbe,Costal water,117.766,1,DECW_DENI_N4-5900-01,DESH_RG_95_TEL_TES,5000,DEHH,4/22/2020 12:00:00 AM,N, , ,N,3, ,3,3,3,3, ,3,,3,"DEHH,DESH,DENI",5/8/2020 12:00:00 AM,DEHH,67.756,1,DE_CW_N4_5900_01,N4,"CHEM,NUTR",12/22/2021 12:00:00 AM,changeCode,N,CW-NEA3/4,"2.2,2.7",H,TEL_TES,5900,Cwbodygeom,CWBODYGEOM_DEHH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DEHHnull=104192,0.869258158444,338737341.61084,101770.597173338
37,Flensburg Innenförde,Costal water,21.02,1,DECW_DESH_B2-9610-07-01, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,4, ,3,3,3,3, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,21.02,1,DE_CW_B2.9610.07.01,B2,"CHEM,NUTR",12/22/2019 12:00:00 AM,changeCode,Y,Not applicable,"2.2,2.7,8,9",H,STR_SLE,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.546629862457,63244437.3676758,75961.4748121746
38,Schleimünde,Costal water,22.704,1,DECW_DESH_B2-9610-07-02, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,5, ,3,3,3,3, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,22.704,1,DE_CW_B2.9610.07.02,B2,"CHEM,NUTR",12/22/2019 12:00:00 AM,changeCode,N,Not applicable,"2.2,2.7,8",H,STR_SLE,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.930915441143,67663388.4213867,129027.153010411
39,Mittlere Schlei NE,Costal water,9.298,1,DECW_DESH_B2-9610-07-03A, ,9610,DESH,12/19/2019 12:00:00 AM,N, , ,N,5, ,3,3,3,3, ,3,8/23/2019 12:00:00 AM,3,DESH,2/4/2020 12:00:00 AM,DESH,9.298,1,DE_CW_B2.9610.07.03,B2,"CHEM,NUTR",12/22/2019 12:00:00 AM,splitting,N,Not applicable,"2.2,2.7,8",H,STR_SLE,9610,Cwbodygeom,CWBODYGEOM_DESH.xml,http://www.wasserblick.net/servlet/is/20090/?title=CWBODYGEOM_DESHnull=104192,0.535017447417,27592675.1923828,73931.2690198901
